,id,PartType,CardText_CardPriority,CardText_Text,CardText_Color,Manufacturer,DispName,CostMod,RarityMod,Priority,TechMod,AttrMod_Damage_Scale,LinkedPrefix,AttrMod_Recoil_PreAdd,AttrMod_FireRate_PreAdd,AttrMod_ClipSize_Scale,CardMod_Damage,CardMod_Recoil,CardMod_FireRate,CardMod_ClipSize,AttrMod_WeaponLevel_PreAdd,AttrMod_AccRegen_Scale,AttrMod_AccMax_Scale,AttrMod_AccMin_Scale,AttrMod_Recoil_Scale,AttrMod_Spread_Scale,TitleText,AttrMod_ReloadSpeed_Scale,CardMod_Spread,AttrMod_FireRate_Scale,AttrMod_Knockback_Scale,AttrMod_ReloadSpeed_PreAdd,CardMod_ReloadSpeed,AttrMod_ProjectileCount_PreAdd,CardMod_ProjectileCount,AttrMod_CritBonus_Scale,CardMod_CritBonus,TitleAddend,AttrMod_ClipSize_PreAdd,AttrMod_MeleeDamage_Scale,LinkedTitle,Tech1_TechLevel,Tech1_LinkedPrefix,Tech1_TechType,Tech1_ProcChance,Tech1_TechCost,Tech1_Bullet,Tech2_TechLevel,Tech2_LinkedPrefix,Tech2_TechType,Tech2_ProcChance,Tech2_TechCost,Tech2_Bullet,Tech3_TechLevel,Tech3_LinkedPrefix,Tech3_TechType,Tech3_ProcChance,Tech3_TechCost,Tech3_Bullet,Tech4_TechLevel,Tech4_LinkedPrefix,Tech4_TechType,Tech4_ProcChance,Tech4_TechCost,Tech4_Bullet,AttrMod_BurstCount_PreAdd,AttrMod_ProjectileCount_Scale,CardMod_BurstCount,AttrMod_MeleeDamage_PreAdd,CardMod_MeleeDamage,AttrMod_ProjectileCount_PostAdd,AttrMod_CritBonus_PreAdd,AttrMod_AmmoRegen_PostAdd,CardMod_AmmoRegen,AttrMod_ZoomEndFOV_Scale,CardMod_ZoomEndFOV,AttrMod_AccMin_PreAdd,AttrMod_DamageNormalized_Scale,AttrMod_HealthRegen_PostAdd,AttrMod_ShotCost_PreAdd,AttrMod_HealthRegen_PreAdd,CardMod_HealthRegen,AttrMod_ProjectileSpeed_Scale,CardMod_ProjectileSpeed,HelpText,AttrMod_BurstCount_Scale,AttrMod_Spread_PreAdd,AttrMod_AccRegen_PreAdd,AttrMod_AccMax_PostAdd,AttrMod_Knockback_PreAdd,AttrMod_AmmoRegen_Scale,AttrMod_ShotCost_Scale,DamageType,AttrMod_Radius_PreAdd,Spawn,AttrMod_CoolRate_Scale,AttrMod_CoolDelay_Scale
gd_weap_repeater_pistol.acc.acc5_Corrosive,a036,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,6,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,6,p023,Corrosive,30,4,y001,9,p024,Corrosive,15,4,y001,12,p025,Corrosive,15,5,y001,15,p026,Corrosive,10,5,y001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.acc.acc5_Explosive,a037,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,6,-0.40,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,6,p027,Explosive,30,4,y004,9,p028,Explosive,15,4,y004,12,p029,Explosive,15,5,y004,15,p030,Explosive,10,5,y004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.acc.acc5_Hornet_Dahl_Corrosive,a038,Accessory,,,,Dahl,,WeaponPartCost6_Legendary,WeaponPartRarity3_Uncommoner,,10,0.15,,,,,,,,,,,,,1.0,,,,,-1.5,,,,,,,,88,,,t042,6,,Corrosive,30,4,y001,9,,Corrosive,15,4,y001,12,,Corrosive,15,5,y001,15,,Corrosive,10,5,y001,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.acc.acc5_Incendiary,a039,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,6,-0.40,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,6,p031,Incendiary,30,4,y003,9,p032,Incendiary,15,4,y003,12,p033,Incendiary,15,5,y003,15,p034,Incendiary,10,5,y003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.acc.acc5_Maliwan_Firehawk,a040,Accessory,,,,Maliwan,,WeaponPartCost6_Legendary,WeaponPartRarity3_Uncommoner,,14,0.10,,,,,,,,,,,,,,-0.70,,,,,,,,,,,,88,,,t044,6,,Incendiary,30,4,y011,9,,Incendiary,15,4,y011,12,,Incendiary,15,5,y011,15,,Incendiary,10,5,y011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.acc.acc5_Shock,a041,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,6,-0.40,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,6,p035,Shock,30,4,y002,9,p036,Shock,15,4,y002,12,p037,Shock,15,5,y002,15,p038,Shock,5,5,y002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Action.action1,e001,Action,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Action.action2,e002,Action,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,0.05,,,,,-0.08,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Action.action3,e003,Action,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,2,,,,,,,,,,,,,,-0.2,,,,,-0.12,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Action.action4,e004,Action,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,,0.11,,,,,,,,,,,,,0.45,,,,,0.09,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Action.action5,e005,Action,,,,,,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,,,0.06,,,,,,,,,,,,,,,,,,-0.36,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Grip.grip1,g017,Grip,,,,Tediore,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Grip.grip2,g018,Grip,,,,Vladof,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Grip.grip2_Atlas,g019,Grip,,,,Atlas,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Grip.grip3,g020,Grip,,,,SandS Munitions,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Grip.grip3_Gearbox,g021,Grip,,,,Gearbox,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Grip.grip3_Maliwan,g022,Grip,,,,Maliwan,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Grip.grip4,g023,Grip,,,,Torgue,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Grip.grip4_Dahl,g024,Grip,,,,Dahl,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Grip.grip5,g025,Grip,,,,Hyperion,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Body.body1,f013,Body,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,-0.08,,,,,,,,,,,,,,,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Body.body2,f014,Body,,,,,,WeaponPartCost1_Common,WeaponPartRarity2_Uncommon,,,0.1,,,,,,,,,,,,,0.3,,RF,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Body.body3,f015,Body,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,2,-0.15,,,,,,,,,,,,,-0.3,,TK,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Body.body3_Tediore_Protector,f016,Body,,,,Tediore,,WeaponPartCost6_Legendary,WeaponPartRarity3_Uncommoner,,3,0.25,,,,,,,,,,,,,-0.3,,PRO,,,-0.3,,,,,,,,,,,t046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Body.body4,f017,Body,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,,0.2,,,,,,,,,,,,,0.5,,HRD,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Barrel.barrel0,b017,Barrel,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,-0.13,,,,,,,,,,,-0.5,0.12,-0.12,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Barrel.barrel1,b018,Barrel,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Barrel.barrel2,b019,Barrel,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,0.15,,,,,,,,,,,-0.2,0.2,0.2,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Barrel.barrel3,b020,Barrel,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,2,0.1,,,,,,,,,,,-0.3,-0.3,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Barrel.barrel4,b021,Barrel,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,1,0.3,,,,,,,,,,,-0.1,-0.4,0.35,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Barrel.barrel4_Torgue_Violator,b022,Barrel,,,,Torgue,,WeaponPartCost6_Legendary,WeaponPartRarity3_Uncommoner,,2,-1.0,,,,,,,,,,,,,2.0,,,,,-2.0,,,,2,,,,,,,t047,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Barrel.barrel5,b023,Barrel,,,,,,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,,,0.15,,,,,,,,,,,-0.4,-1.5,-0.5,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.mag.mag1,m013,Magazine,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.mag.mag2,m014,Magazine,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.mag.mag2a,m015,Magazine,,,,,,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,,,,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.mag.mag3_Vladof_Rebel,m016,Magazine,,,,Vladof,,WeaponPartCost6_Legendary,WeaponPartRarity2_Uncommon,,,0.12,,,,,,,,,,,,,,,,-0.15,,-0.2,,,,,,,,6,22,,t048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Sight.sight1,z013,Sight,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,1,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Sight.sight2,z014,Sight,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,2,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Sight.sight3,z015,Sight,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,3,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Sight.sight4,z016,Sight,,,,,,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,,,,p017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,4,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Sight.sight5,z017,Sight,,,,,,WeaponPartCost5_VeryRare,WeaponPartRarity5_VeryRare,,1,,p017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,5,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Sight.sight5_Hyperion_Invader,z018,Sight,,,,Hyperion,,WeaponPartCost6_Legendary,WeaponPartRarity4_Rare,,1,,,,,,,,,,,,,,,,,,,-2.5,,,,,,,,,,,t043,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,-3.0,4,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Sight.sight_none,z019,Sight,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.UniqueParts.KromsSidearm_barrel5,u014,Barrel,,,,Atlas,,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,,5,,p018,,,,,,,,,,-0.4,-0.75,,-1.3,,,,-2,,,,,,,,,,,t049,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.UniqueParts.KromsSidearm_Material,u015,Material,,,,Atlas,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,1,0.19,,0.11,-0.05,0.15,3,3,3,3,1,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.UniqueParts.LadyFinger_barrel1,u016,Barrel,,,,Hyperion,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,0.15,p018,,,,,,,,,,,-0.2,,-0.2,,,,,,,,,,,5,,,,t050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.UniqueParts.LadyFinger_Material,u017,Material,,,,Hyperion,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,1,,,,,,,3,,,,,,-0.5,-0.7,-0.7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.UniqueParts.TheDove_barrel4,u018,Barrel,,,,Dahl,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,1,,p018,,,,,,,,,,-0.1,-0.4,0.1,-0.3,,,,,,,,,,,,,,,t051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.UniqueParts.TheDove_Material,u019,Material,,,,Dahl,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Prefix.Prefix_Cold,p077,Prefix,,,,,Cold,WeaponPartCost1_Common,WeaponPartRarity1_Common,4,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Prefix.Prefix_Quality1_Mean,p078,Prefix,,,,,Mean,WeaponPartCost1_Common,WeaponPartRarity1_Common,1.1,1,0.06,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Prefix.Prefix_Quality2_Grim,p079,Prefix,,,,,Grim,WeaponPartCost1_Common,WeaponPartRarity1_Common,1.3,1,0.09,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Prefix.Prefix_Quality3_Vile,p080,Prefix,,,,,Vile,WeaponPartCost1_Common,WeaponPartRarity1_Common,1.6,1,0.12,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Title.Title__MachinePistol,t052,Title,,,,,Machine Pistol,WeaponPartCost1_Common,WeaponPartRarity1_Common,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Title.Title_AccuracyLow1_Fury,t053,Title,,,,,Fury,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,1.6,1,,,,,0.3,,,2,2,,,,,,0.6,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Title.Title_Damage1_Torment,t054,Title,,,,,Torment,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,2.4,3,0.1,,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Title.Title_Firerate1_Rage,t055,Title,,,,,Rage,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,3.4,,,,,,,,,,,,,,,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Title.TitleM_Hyperion1_Reaper,t056,Title,10,Slice Slice,DC4646,,Reaper,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Title.TitleM_SandS1_Thanatos,t057,Title,10,"Big Tony says ""Hi""",DC4646,,Thanatos,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Title.TitleM_Vladof1_Vengence,t058,Title,10,Vengeance is Yours,DC4646,,Vengeance,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Title.TitleU_NineToes_TheClipper,t059,Title,5,Don't drop it... might lose a toe.,DC4646,,The Clipper,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.acc.acc1_Hyperion_Reaper,a043,Accessory,,,,Hyperion,,WeaponPartCost6_Legendary,WeaponPartRarity3_Uncommoner,,,,,,,,,,,,,,,,,-0.25,,,,-0.25,,,,,,,,,,,t056,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,0.6,4,,,,,,,,,,,,,,,
gd_weap_machine_pistol.acc.acc2_Cold,a044,Accessory,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,4,0.7,p077,,,,,,,,,1,,,-1,,,,,,2,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,1,,,,,,,,,,,,,
gd_weap_machine_pistol.acc.acc2_Rage,a045,Accessory,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,t055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Barrel.barrel5_Vladof_Vengence,b024,Barrel,,,,Vladof,,WeaponPartCost6_Legendary,WeaponPartRarity2_Uncommon,,1,0.15,,,,,,,,,,,-0.4,-0.75,-0.5,-1.3,,,,,,,,,,,,55,1,,t058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shield bypass,,,,,,,,,,,,
gd_weap_machine_pistol.Body.body5,f018,Body,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,,,,,,,,,,,,,,,,,TMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Grip.grip2,g026,Grip,,,,Vladof,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Grip.grip3,g027,Grip,,,,SandS Munitions,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.Grip.grip5,g028,Grip,,,,Hyperion,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.mag.mag2,m017,Magazine,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.mag.mag3,m018,Magazine,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.mag.mag3_SandS_Thanatos,m019,Magazine,,,,SandS Munitions,,WeaponPartCost6_Legendary,WeaponPartRarity4_Rare,,,,,,,,,,,,,,,,-0.2,,,-0.25,,,,,,,,,,88,30,,t057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.UniqueParts.TheClipper_acc5_Incendiary,u020,Accessory,,,,Vladof,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,6,-0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,p031,Incendiary,30,4,y003,9,p032,Incendiary,15,4,y003,12,p033,Incendiary,15,5,y003,15,p034,Incendiary,10,5,y003,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_machine_pistol.UniqueParts.TheClipper_Material,u021,Material,,,,Vladof,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,p018,,,,,,3,,,,,,,0.5,,-0.3,,,,,,,,,,,,,t059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
